,Post,Keyword
49275,@USER_0fa66ec3 lol that word js sound hella country ahhahaha,0
49276,@USER_0fa66ec3 lol its jus devaughn...I thnk he drunk or smthn he wit big nick....,1
49277,I have nothng against Metro..bt no bitch this is not a Metro blackberry!! (Side whispr..evn tho d service b actn like it) hahahaha,0
49278,"RT @USER_365ad59a: Get a fone lames bitchs, get off tha komputer atcha library",0
49279,College boys..footwork..is that the remix to the clown walk????,0
49280,Terrance and rocsi shoes is clean as fuck...I hate wen rocsi try to be serious afta she was js laughn...,0
49281,RT @USER_81a4432a: RT @USER_82f63b58: #icheatedbecause i caught you cheatin. I just wanted to show u how to do it the right way hahaha,0
49282,Foreal tho!! RT @USER_0c64836e: #newrule No more ABDC after this season. #Letsbereal no one will ever be better than the Jabbawockeez,0
49283,Man I be ready to jump thru d screen! RT @USER_46c0f9f4: If Trey Songs don't quit making these seductive ass videos ima SCREAM! Lol,0
49284,Post a pic wit no hat! No RT @USER_2b43c9aa: Niggas is havin debates over my hair.. should I cut em? Or keep em? Help me decide people.. lol,0
49285,@USER_f887fe21 naw it bored me..I dnt wanna knw hw much bitches titties weigh...wth lol,0
49286,@USER_223b8bd6 lol I believe it too,0
49287,@USER_0aa99ec6 lol atleast put ur face in ur icon geesh!,0
49288,@USER_0aa99ec6 I can tell..u favor her..but I meant a close up of u,0
49289,I'm reali goin thru jamba juice withdrawals..ima hav to handle that tmrrw,0
49290,@USER_0aa99ec6 ill take a jamba juice lol!,0
49291,RT @USER_182cdb83: Gettin Sleepy !!!!,0
49292,@USER_2b43c9aa lmfao...u crazi... It must be boring,0
49293,I really wana c Chicago at the convention center..I like musicals...,0
49294,"I hate wen people ask who dj is...like look at my name...djz hot"" mom""ii...duh!!! Lol",0
49295,@USER_0fa66ec3 me too!,0
49296,"@USER_a01af5b3 lol at hme..like a nerd..!!! Where u been,u still out here?",0
49297,@USER_a01af5b3 wat u doin tonite,0
49298,@USER_29f7c91d who said that?,0
49299,@USER_84a824d6 I'm good....and u?,0
49300,@USER_84a824d6 would I have to cook it fresh?,0
49301,@USER_55355e9d lol. How u doin today?,0
49302,@USER_84a824d6 Mcdonalds it is :D lol,0
49303,What's up everybody.what's everyone got goin on,0
49304,@USER_98c128f4 i've done that twice today lol,0
49305,@USER_af4d21dc can i take you out on a date when i come back in town?,0
49306,@USER_4f2b58cf I've never drank coffee #dontjudgeme,0
49307,@USER_af4d21dc hey missy...don't get sassy...u're the only one I've felt worthy enough to give that title too....,0
49308,RT @USER_b787b81d: We're HONORING the HARD WORKING women in the city @ #KARMA2NITE,0
49309,What it do,0
49310,"RT @USER_922e4ef6: FOX reported, and it has been confirmed, that the Panthers are releasing QB Jake Delhomme.",0
49311,@USER_98c128f4 @USER_b787b81d what u trying to say? I'm a Falcon fan too.,0
49312,@USER_b787b81d @USER_98c128f4 i think she's still drunk from her b-day party.,1
49313,I'm off to bed. GN to all and my #twittercrush *wink*,0
49314,@USER_333612a8 take him....just be happy we don't get to play yall this year,0
49315,@USER_8de343bb hey sweetie,0
49316,@USER_8de343bb how r u doin,0
49317,RT @USER_79f09c85: My bestie said its a doughnut place in Afghanistan that's better than Krispy Kreme. I told her 2 bring me sum backâ DITTO!,0
49318,"@USER_d4b01141 I laugh at ""scary movies"" right now. I've yet to find one that scares me.",0
49319,@USER_d4b01141 lol ok....well accord to Scream having sex entitles u to be killed in a scary movie...so can mine be a fine thick chick lol,0
49320,@USER_d4b01141 lol hope u're back feels better. I'd rub it if I was down there,0
49321,@USER_770b931f What u talkin bout Willis?? Lol @USER_d4b01141,0
49322,@USER_c8aa29a0 its just Nashville....where u at? B-Ham?? Lol,0
49323,@USER_84a824d6 so what u gonna do.....sit on the phone in silence?,0
49324,@USER_333612a8 LET'S GOOOOOO,0
49325,"@USER_333612a8 *starts singing* ""WE ARE THE CHAMPIONS MY FRIEND!!!...""",0
49326,I forgot to ice my knee last night....I'm paying for it today....*cuss words*,0
49327,Had a bad day at work... Now at home time to relax and forget about it all ;),0
49328,@USER_86721ec8 your too hyper if you gonna do that... Lol,0
49329,@USER_df4e9f16 idk... Bollas!!!,0
49330,Finally I get some down time been at it all day!,0
49331,@USER_b9646b70 let's do this!,0
49332,#Bollas RT @USER_8d67870a: Bollas!! peoplez Drankinn summ #Heineken :p shout to @USER_8bb2e44f @USER_64e41d71 for kickinn it... #goodtimes,0
49333,@USER_0e299a1e well you gotta go... Gotta keep them grades up,0
49334,Good morning to the rest of the twitfam @USER_b9646b70 @USER_962f68ab @USER_78493b88 @USER_60a91e1f @USER_df4e9f16 @USER_eb0e656d @USER_3bcf4d6d @USER_67f13a36,0
49335,@USER_962f68ab hell yeah!!! Chillin at the taco loco all day... Lol,0
49336,"So @USER_78493b88 had on her bbm message... ""my lipgloss is poppin"" SMH",0
49337,@USER_78493b88 no hate... Just SMH,0
49338,@USER_b9646b70 don't trip I sell by the 1/8 aye this is burning my sell txt me,0
49339,@USER_b9646b70 that's a #fail... Lol,0
49340,@USER_b9646b70 naw I won't deal to @USER_962f68ab,0
49341,@USER_d22f6732 a que cino pesos hahaha,0
49342,@USER_86721ec8 damn we taking it that serious now.... Its on then lol,0
49343,#Bollas clique @USER_c0451747 @USER_8d67870a @USER_64e41d71 @USER_df4e9f16,0
49344,Bollas!!! RT @USER_c0451747: Craving applebees again @USER_8bb2e44f @USER_8d67870a,0
49345,@USER_962f68ab lies the tweet said your a haterholic like johnny... Aka me!!!,0
49346,Wtf... This lady has a shopping cart in the mcdonald... Haha,0
49347,imma sleep goodnight haha phone on silent so don't try to hit me up,0
49348,@USER_3bcf4d6d naw I called it a night I'm staying home gotta stay sober for the next 19 days,0
49349,@USER_3bcf4d6d yeah that weekend idk how drunk imma be... Lol thursday thru monday... Oh man can't wait... Lol,1
49350,Aww ily2 RT @USER_962f68ab: @USER_8bb2e44f Idk and I hope u never have to be with out me .... Cause I would die with out u. Ily bff,0
49351,@USER_3bcf4d6d I know... Damn thursday some food place lil guy and stunna know friday vanguard sat-mon vegas!,0
49352,@USER_86721ec8 ill trust you... Lol,0
49353,Good morning everyone feeling way better then yesterday!,0
49354,Ok one more #ShaiimillzSays: The surest way not to fail is to be determined to succeed,0
49355,I just seen a fat bitch wit skinny jeans but wats it called when skinny jeans are on a fat bitch???? Is there a name?? Gnr!!,0
49356,Aye @USER_5bee632b watz going that way sis?,0
49357,@USER_cc8cf535 aww they unfollowed you??....((Crowd says aww)),0
49358,@USER_cc8cf535 nothing u slow !,0
49359,@USER_c873f501 see on my mixtape cover you were covered up...now look atchu j/k .....its tight!!,0
49360,Wheres Oj The Juiceman????? aye aye ok ok!!,0
49361,#ShaiimillzSays: Every day do something that will inch you closer to a better tomorrow.,0
49362,ok thats enough i get a headache errtime i do dat shit wit yall gnr!,1
49363,ok thats enough i gave yall a whole free mixtape and 2 hot joints from my nicca @USER_8f6cdf44 ........i need a #twitterbreak!,0
49364,shouts out to my newest follower my sis ----&gt; @USER_5bee632b &lt;----Yall follow her legggo!!!!,0
49365,Headed to studio to listen to my artist newest bangerz twitpic on deck!,0
49366,@USER_cc8cf535. Eeeeeww stay away ((Holding up a Religious Cross)),0
49367,#ShaiimillzSays: Grind Hard Today For a Better Tomorrow.....#TrueStory!!,0
49368,@USER_05f0b731 did you get it?,0
49369,"RT@goonaffiliated @USER_9104ac23 resend the info I didn't get it&lt;---his name is Mista Taylor ""shoot da fucka right"" is the dude they say...",0
49370,"RT @USER_05f0b731 @USER_9104ac23 resend the info I didn't get it&lt;---his name is Mista Taylor ""shoot da fucka right"" is the dude they say...",0
49371,ok since errbody asking bout @USER_05f0b731 and @USER_ce95b191 single imma call em up and see if we can get the link on here...gimmie a sec!,0
49372,aye @USER_05f0b731 and @USER_ce95b191 fans retweet all that music i just gave yall the links too....thats all!,0
49373,@USER_3874269a man fucccccccccccccck her.......gnr!! #basicbitch!!,0
49374,RT @USER_a1b0f3de: @USER_9104ac23 We love you for this bae!!!,0
49375,@USER_4fe660eb djshaiimillzmp3@gmail.com,0
49376,Wat yall into?,0
49377,Shouts out to @USER_cc8cf535 I aint forgot about cha!,0
49378,#futureinmate if you tweet ur drug transactions and locations....#rookiemove #fail,0
49379,Ok time to head to the souf side!!! Leggo!!,0
49380,If you sent me music...imma get to it today...legggo!,0
49381,#ShaiimillzSays: The best way to make ur dreams come true is when u wake up from them pursue them!....#TrueStory!,0
49382,@USER_cc8cf535 gnr I can't compete!,0
49383,Working....,0
49384,if u can relate to my motivational quotes write it down and live thru it #wisdom,0
49385,back to the music ill get back atcha in a lil bit..feed off those quotes mentally and try and make your present and future productive....,0
49386,LAAAAAAAAKERS LETS GO!!! (@USER_d2584f43 VOICE) GNR!!,0
49387,@USER_3874269a call me up sis gotta ask ya sumthing!!,0
49388,If yall up right na then ur prolly ....__________ ha ha you kno!,0
49389,who want @USER_05f0b731 in your area??? The Goon Affiliated Tour coming to a city near you! legggggo!!!!,0
49390,#FF @USER_6bec461e @USER_c393417d @USER_42505c52 @USER_067d8f77 @USER_7ff92039 @USER_741b23b5 @USER_c83bd6e5 @USER_e82cc174 @USER_7918d451 @USER_eb5f11a3 @USER_c972f143 @USER_1d72d503 now!,0
49391,@USER_3726fb4b aye sis dm me,0
49392,RT @USER_a9bb9736: #FF two djs I fux with in the port @USER_9104ac23 @USER_b8e0c952,0
49393,@USER_e82cc174 waatz haaanin nephew!!,0
49394,Shouts Out to my Twiggaz Who Following me!! lets rock nephews!!,0
49395,"#ShaiimillzSays: Just Cause Its The End Of The Week Doesn't Mean The Grind Should Stop! ""Keep Da Grind Going"" -Shaiimillz",0
49396,@USER_f07ec32b WHOS YOUR DJ???GNR!,0
49397,@USER_ce95b191 waaaatz haaaaanin nephew let get em!!!!,0
49398,we getting money no time for dat bullshit....@USER_05f0b731 @USER_ce95b191 @USER_d139f00f @USER_a574744a @USER_7918d451 ask ya momma bout us gnr!,1
49399,if ya fux wit me i fux wit you no faggo!! i cant please errbody and i aint even gone try too........imma do me......do u!,0
49400,aye if you in Savannah fall thru....ya boi live in Deja Groove Tonight @USER_1df3c1e5 DjMel Dj Vicious fuck wit us!!!!!,0
49401,Almost. There nephew legggo!,0
49402,Live in deja right na legggo!,0
49403,#nowplayin all the way turnt up!!!!!!!!!!!!,0
49404,@USER_07390ef1 yuuuuuuuup!,0
49405,Wheeeeew!!!!!,0
49406,@USER_c83bd6e5 i dont know your current status but your bro is fuuuuuuuucked up....,0
49407,@USER_1df3c1e5 nuttin much nephew....I can't feel my face ha ha waaaaasted last night!,0
49408,RT @USER_45c13e80: @USER_9104ac23 getting to dem units in da street...aye my boi check dat mixtape @USER_88745e5b.com/young-n-major&lt;---gotcha!,0
49409,@USER_c83bd6e5. Damn bruh u going in this morning....,0
49410,((Timeout)) before i go any further a nigga hungry as a a fat bitch after Sunday Morning Service .... Let's get sum grub!!!.gnr!,0
49411,shouts out to all my new followers!!!,0
49412,@USER_74cf409d oh ok.be safe out there...,0
49413,RT @USER_3b234c90: Ready to go party bro!!! @USER_9104ac23&lt;-----legggo!,0
49414,RT @USER_295e7b4f: @USER_9104ac23 lol naw im older than u but you know I gotta protect that!&lt;---im only 18 haha for the next 10 yrs gnr!,0
49415,That movie sucked!! Disappointed smh!,0
49416,Current status: Coolin....,0
49417,@USER_731d808f i think @USER_05f0b731 got sumthing that way soon Myrtle Beach i think if not imma ask him bout dat,0
49418,@USER_45c13e80 yessir....thats my nig nephew.....,0
49419,@USER_579ab2d2 &lt;-----Greedy!! ha ha,0
49420,RT @USER_665b6a0e: @USER_9104ac23 its ova Dwight Howard wasn't even playin&lt;----((embarrassed)) smh,0
49421,@USER_665b6a0e check ya dm nephew!,0
49422,WOW......MAGIC FANS.....LOOKS LIKE THE LAKERS IS ON DA WAY...HA HA!,0
49423,Follow my my bruh------&gt;@USER_e7747635,0
49424,HA HA MY FOLLOWERS CLOWIN ME BOUT THE LAKERS IMMA TRU FAN SO WE FALL DOWN TO GET BACK UP!! LEGGGO!,0
49425,Aye yall tell this muthafucka ----&gt; @USER_d3cfc5a0 i type how the fuck i wanna type....nephew! lasttime i check i was grown!!!!!! #killyoself,0
49426,@USER_665b6a0e aye bruh he aint on ....,0
49427,@USER_32290100 Bout 2 Go 2 Parks and get somethin 2 eat,0
49428,RT @USER_e5bda54b: a tho i actually fucks wit cleveland local rappers niggas need to start givin pple a chance,0
49429,@USER_32290100 I Know...But We Get Away With It,0
49430,I Just Don't Feel Nothin I'm Numb By The Will To Gain...,0
49431,@USER_32290100 #DamnDamn Why Would You Do Such A Thing......lol???,0
49432,@USER_32290100 Ight Deal...lol,0
49433,RT @USER_44f48b2e Dear god im only what u made me and i appreciate wat u gave me,0
49434,@USER_e5bda54b Check Out That Video I Just Tweeted,0
49435,"RT @USER_cd7289bf: I wish a female would just cake me out, I would be so faithful I swear",0
49436,#BetMessedUpWhen They started showing Baldwin Hills....lol,0
49437,#NowPlaying Fabolous-A Toast 2 The Good Life,0
49438,@USER_e2082ff8 what's good boi,0
49439,"I Got Money On Money and Bitches On Bitches, Bring My Choppa To The Office And Let Handle All Business...",0
49440,#LetsTalkSex If You Dont Eat Pussy Your Not A Real Man..lol...(Imma Real Man),0
49441,#LetsBeHonest Dont Let The Glasses Fool You I Got Dick For Days....lol,0
49442,#LetsBeHonest Any Girl In My Timeline Right Now Can Get It....OWW OWW,0
49443,#LetsBeHonest If You Hear OWW OWW Ladies Beware (S.I Call),0
49444,RT: @USER_d7dbe72a #LetsTalkSex I'm tryin to get fucked tonite!... Da long way! &lt;&lt;&lt;#Freaky Yes Yes!!!,0
49445,@USER_186abd5d Im Not A Wussy,0
49446,RT @USER_e1b4dfd0: #EverydayIWakeUp I Thank God For Letting Me See Another Day.! :),0
49447,"Check The Blog For Up To Date Blogs....(Arist of The Week,Fashion and Music Also S.I/Fly Soul Tees) www.flysocial.blogspot.com",0
49448,RT @USER_32290100: so @USER_44895076 never came&saw me before he left :-( understandable though- u owe me :-)Â«Sorry I Gotcha Shawtay...Lol!!,0
49449,RT @USER_eb520df2: YOO #shouout Ms Freeman for the meal lol!!!!!!! yes yes!,0
49450,@USER_1a2a9312 Hangover!!!! Lol,1
49451,@USER_7ea739c7 Ight Good Look Just Hit Me Up...,0
49452,I Hate When People Call You Then They Talk 2 People In The Background....SMH,0
49453,@USER_95d16216 Right Im Salty I Dont Even Wanna Watch The Game...lol,0
49454,"Living Life From A Whole Diffrent Angle,I Only See The Road Through The Wings Of Angel.....",0
49455,@USER_ed5d80d0 dana,0
49456,@USER_ed5d80d0 you going?,0
49457,"RT @USER_a5fbb4bb: I apologize to all my fans and Cavs fans for a shitty performance to say the least. I will get past this a get better, sta ...",1
49458,RT @USER_438466c2: i shouldd just gett naked && skype a muthafucca.! #randomÂ«Yes Yes!!!,0
49459,Go DJ Is My Theme Song Yes Yes!!!!,0
49460,@USER_841104ea everybody does....if you in cleveland where yu tryin 2 go?,0
49461,@USER_5647d8a5 i am sorry i wont be there awww that suck lmao,0
49462,Bobbi_BooShay RT @USER_b33a8d2d: #TrueStereotypes black babies can dance before they can talk (LMAO),0
49463,@USER_5647d8a5 no,0
49464,@USER_c9b88703 wat is that suppose to mean,0
49465,Oh my ass is on fire,0
49466,@USER_5647d8a5 shut the hell up,0
49467,Damn miss my boobuie,0
49468,@USER_a0a585c7 u told me mamma,0
49469,@USER_b1f3a885 can i have some,0
49470,@USER_f437c820 good i been hanging in there and prying to god alot so far i havent been really down,0
49471,In route to the crib,0
49472,got an hour to sleep,0
49473,@USER_07123f76 nothing just got in the house,0
49474,@USER_aeecc690 y u not in skool,0
49475,@USER_a0a585c7 lmao,0
49476,@USER_452758a5 I am so bored I am hungry this is where I wish I had food,0
49477,@USER_452758a5 yes and I am not home I am out in like 30 minz then I am gonna eat until I eat no more cause this is wild,0
49478,this guy is gay as hell I swear,0
49479,@USER_e3eeb833 yo u need to tell him that shyt again I am ready to pimp smack him,0
49480,about to retreat to my room bump to the zune while it charge and maybe just maybe tweet it up,0
49481,@USER_c9b88703 wow so u di owning him now,0
49482,@USER_c9b88703 yeah,0
49483,@USER_c9b88703 oh i am trying to hold baq from throwing it,0
49484,@USER_82c4a1b4 no itz not ur bestfriend is gonna end up beating ass tonight,0
49485,@USER_94314c6e hey she on twitter now hit her up @USER_cc6e0442,0
49486,Really not feeling gud @ all,0
49487,@USER_c9b88703 did u take ur meds,0
49488,@USER_32a394af hey,0
49489,@USER_87370cc4 werd,0
49490,@USER_82c4a1b4 thatz great hunny,0
49491,@USER_0190679d shoot and respond,0
49492,neeed followers who gonna help me,0
49493,@USER_b1f3a885 more like morning,0
49494,check this not only the mta is taking away student metro they raising the bus fair ten cent like we dont need that to get a stick of gum,0
49495,RT @USER_33bccd7e: RT @USER_bf258413: www.djgenesislive.com do it do it!,0
49496,RT @USER_6aef03e5: I see everyone RT the statement made by @USER_b8a1ec73 and some of ya'll dnt appreciate it either so stop it... #twitterliars,0
49497,LUST Glow Commercial. Check it out!!!!!!!!!!!www.youtube.com/watch?v=VLuzeH8t3Ls,0
49498,RICHARDSON!!!! 333333333333333333333!!!!!!!!!!!,0
49499,@USER_3d12b3e3...get 'em loud fam!!!!,0
49500,Damn Beasley gets no late game playing time...#fail,0
49501,Wade stat line = Boss...,0
49502,RT @USER_a3e33e77: I know i'm early but i'm gonna say follow @USER_ca41dc2d @USER_fe011501 @USER_09d97f9d @USER_bf258413 @USER_bc7d8c85 5 tweeple makin it happen,0
49503,www.djgenesislive.com = boss,0
49504,#6 my london crew @USER_256f1631 @USER_4f68328a @USER_f224acfa @USER_c628e5eb @USER_89586da1 @USER_748a38a3 @USER_eb3719ab making dem Â£'s!!,0
49505,#ff the boss MC's in miami @USER_6aef03e5 @USER_e7f44d39 @USER_37c0a997...damn das half of black chiney...jeezz @USER_cdc18820 too...lol,0
49506,#ff dj's stampin passports wit me @USER_43ba5803 @USER_6852a4d0 @USER_5eeb492e @USER_9b887f29..missing anyone?,0
49507,#ff the Boss @USER_de0f71b3 BOOM! Lol,0
49508,Someone just broke into my house...badmindedness at its highest...smh,0
49509,Female cops with they guns out...kinda sexy...,0
49510,RT @USER_6aef03e5: RT @USER_bf258413: Nuttin major..nuttin taken thank God...&lt;&lt; Wtf is going on off of Eureka... Lol&lt;&lt;niggas need jobs or sumtin,0
49511,ight the rest of the day will go up from here...#positivity,0
49512,when you get your oppertunity...run with it..never look back...might only get one shot...,0
49513,"NO HE AINT!!! RT @USER_256f1631: MIAMI HEAT 114 , LAKERS 111....Yeaaaaahhh Miami (but Wade is still going to the Bulls sorry Miami fam)",0
49514,damn got to love the weekend....LINK tonight! Sosta Lounge!,0
49515,1035 the beat is going in on this notorious BIG mix...RIP BIG,0
49516,@USER_6eeb7c7d we nuh badda wid I'd badmindedness...actually we need more haters hahaha..we doing something right haha,0
49517,What time the boat leave...I got a fear of water lol RT @USER_81d80df3: @USER_bf258413 lol you goin?,0
49518,"RT @USER_dadaf930: RT @USER_1ac71e20: memba to tune in to@HOT97 tonite for @USER_62ea97f0 and Jabba radio show,world premiere of Genesis riddim",0
49519,What the hell is up with Ron Artest head yo! He on the #DennisRodmanIsh,0
49520,Lamar Odom with the SPRITE dunk hahahha!,0
49521,@USER_dedf7800 never !,0
49522,nahh @USER_00a29fbe goin offf .,0
49523,Zen lounge this fridayyyyy,0
49524,RT @USER_05fd5f79: @USER_893eabe8 maryland!,0
49525,RT @USER_91733a17: can someeone tell me where to download nissan honda chevy--what is thatt,0
49526,Playenn 2K .,0
49527,RT @USER_91733a17: ohh soo y'all not tryna get on tha oovoo/ i understandd--you got one noww ?,0
49528,Still @USER_2d694b18's bribbb .,0
49529,Fuck I think I got a ear infection,0
49530,@USER_4e744558 wordd there must be a problem then .,0
49531,@USER_26deb86e ohh . most likely she gonna give me the same time . i feel she baby like me thoo lol .,0
49532,@USER_26deb86e wordd . hopefully its the od bad one that i seen there when i went there for a trip . but which one did u speak to ?,0
49533,@USER_334485e9 oh iighttt . go before i raise my temper in here !,0
49534,Coolennn in schoool . Labbenn lataa w. @USER_2d694b18,0
49535,@USER_1132ffeb lol u frontinn beee .,0
49536,"RT @USER_05fd5f79: @USER_92cb7087 hahaaaa, not the face lad!!! ily!! 8-*-- loll :)",0
49537,@USER_2d694b18 ohh how old is it to get in theirr .,0
49538,@USER_0844bf89 lol you the strangerrr val !,0
49539,Ayeee RT @USER_774c6e64: So for prom imma make uh sex Song Cd nd me nd mah date qonna make love to the whole thinqq,0
49540,RT @USER_893eabe8: sex room - ludacris ft trey songz,0
49541,Jerk chicken wit rice and peas after a business meeting..shit is great right now,1
49542,@USER_5782e967 imma b dere tommorro dohh,0
49543,RT @USER_b3129e34: @USER_dcae5ef2 what is ur problem u fuckin sickoooo (lmaooooo yo yall need to stop!!),0
49544,Gotta keep these ones dey gonna kum in handy,0
49545,@USER_5938be88 lol yall niggaz had a fotoshoot in da popeyes by fulton lol smh..,0
49546,@USER_5938be88 90'zzz!! imma kum thru doh son,0
49547,Look at yuh man...now look at me...look at yuh man..now look at me...look down...look at yuh man...now laugh,0
49548,@USER_d79906d5 wat attitude?who are you?,0
49549,Bottle and sour deez leave a soldier at eazeee...tonight gonna b koool,0
49550,RT @USER_d08d9c5b: this guy @USER_0a87e1da got on some suwoo boxers ! bandana tied n all! lookin real g ganged up! (Da homie juelz hunna),0
49551,Damn smhhh niggaz is lockin in..tag teamin and shit..I need to get in da studiooo soon,1
49552,i kall my gun nadia and i be finger poppin herr,0
49553,HUNG UP ON DAT HOE BRUH..SAVE DAT TAWK FOR OPRAH..WHEN I SPIT I KILL NIGGAZ SHUDDVE BEEN A COBRAAAA,0
49554,I WANT TO PERFORM ALL WHITE ACURA...IT WILL HAPPEN SOON...SINCE I HAVE CONFIRMED IT...,0
49555,feel's good to wake up and look in da mirror n the only competition's you...,0
49556,RT @USER_ab707e17: Camp Lo -Coolie High just came on and i almost said wtf why @USER_3b5dc286 not on the intro (All white Ak Beat chec it Out!!),0
49557,Imma get 250 followers by next friday,0
49558,Kall me Billy Bad Ass and my nigga @USER_42f5ed78 is Road dawg Jesse James...You not down wit da Dx I got two words for yuh...Sxck It!!!,0
49559,Downtown bk lookin for dis thingg,0
49560,10 DEEP !!Like my home boy Cudi,0
49561,"Young Money Showcase I think Weezy gon be dere tomorro!! Imma smack nicki minaj ass dumb hard..and b like ""So Waddup?!?""",0
49562,Juss so she cudd jump on top of me while I'm on da ground,0
49563,@USER_92b3c7c6 I bet she gon smile,0
49564,Cicinatti fitted cicinatti vars jacket got a pound of da dour smell it thru da red plastik,0
49565,@USER_0128cc7b we will talk my nigga!,0
49566,@USER_d08d9c5b -____- Fuck outta here,0
49567,"Goin in on this Cereal while watching ""Southland"" #TNTHD baby!",0
49568,RT @USER_1770893e: @USER_98b05a22 WELL MAKE A MOVE.=&gt; shut up B! Lls,0
49569,Ugh...I guess! Lls=&gt;RT @USER_1770893e: @USER_98b05a22 u know u love me...,0
49570,Women take forever to get ready! I hope she don't think she meeting @USER_a8349405 tonight...lls #subtweet,0
49571,"RT @USER_ab2081b1: Hey..@USER_98b05a22, how's the show?=&gt; still has yet to start! Smh",0
49572,That's my homegirl! Lls=&gt;RT @USER_96cb1677: @USER_98b05a22 heyy whend u meet jaslene? #lowkey jealous!,0
49573,Memphis Bleek....Ummm he's still alive? Lls,0
49574,I quit...shawty on stage with Hov singing New York badd as shiiiiit!,0
49575,@USER_e0f5b1c2 the chick name is Bridget Kelly!,0
49576,Morning yall,0
49577,Oh man...that tweet didn't even seem right coming from you! Lol but I'm good...just maintaining! @USER_27c457ca,0
49578,@USER_27c457ca ohhhhhh....#rogerthat...lol...I definitely understand! AND I also know the perfect remedy for that!,0
49579,Wow...smh=&gt;RT @USER_5f9949ba: #icheatedbecause I knew yu wouldn't leave meh!,0
49580,Damn...you have a roster tho!? Lol=&gt;RT @USER_6a3b70f4: truuueeeee...all that tho? i mean erybody on my roster know they place sooooo.,0
49581,Whaddup!? @USER_3cb69f9a,0
49582,Its hot as hell in this damn mall...,0
49583,Aye I'd wear those Ugg slipper joints for men! #DontJudgeMe! Lol,0
49584,If I see one more bamma in here with Armani Exchange! Lol,0
49585,I hate walking behind people who walk like they don't have a purpose in life! #tbm,0
49586,@USER_27c457ca lmao it sounds like RUBBISH! Pure FOOLISHNESS!,0
49587,@USER_59c0d85a tell em #KillYourself next time!,0
49588,Hell yeah!=&gt;RT @USER_1e86bc56: Is The Crazies a good movie?,0
49589,College Park flow....,0
49590,Aye Rt one is jy live...lol Santa Fe possibly?,0
49591,RT @USER_b047f85f: Which one of yall?...which two of yall?=&gt; #drunktweet,1
49592,@USER_1e86bc56 lol daaaaag! Aiight you win!,0
49593,"Hahahaa #stoopid!=&gt;RT @USER_1e86bc56: Bitch behind me said, ""Is having twist the thing in DC?"" #cmonson, stfuuuu!",0
49594,@USER_bcb70ef1 what happened son...they #forfeited lls,0
49595,@USER_30110a51 DUH LOL,0
49596,@USER_30110a51 I KNEW U WAS WITH DA TEAM LOL JUST WANTED TO KNOW WHAT KINDA JOINT U HAD LLS,0
49597,RT @USER_052a43c8: Morning tweethearts!,0
49598,@USER_30110a51 U GOTTA TEACH ME HOW TO SAY SUM SHIT LOL,1
49599,@USER_1f1f823d LLS I FEEL U,0
49600,@USER_bd504edd HA,0
49601,@USER_c811713b WHAT END U B ON,0
49602,@USER_442c1daf THAT'S WHAT'S UP A U GOT YA FOOT N THE DOOR WITH SUM JOBS DOWN THIS JOINT,0
49603,@USER_c811713b THAT'S SO EASY,0
49604,SHE REMIND ME OF THAT DROP TOP CHEVY,0
49605,1+1 EQUAL 2 RIGHT? RIGHT. SO IF U TRY TO ROB U KNOW IMA SHOOT U RIGHT? RIGHT.,0
49606,@USER_88c74960 OH OK I GUESS LOL DON'T B FAKEN,0
49607,@USER_9a543863 LMAO WHAT U KNOW BOUT THEM FOUR LOCO JOINTS,0
49608,@USER_c868a292 OH AIGHT I GUESS THAT'S A GOOD THING THEN WHAT U UP TO TODAY,0
49609,@USER_50067914 LOL THAT'S WHAT'S UP SO HOW U BOUT TO LIVE YA DAY,0
49610,RT @USER_c3c19cf0: #ItsNotOkay for a girl to have a hairy pussy..thats nasty and that shit hold odor&lt;&lt;LOL DIRTY MAFUCKA,1
49611,WAS THAT JOINT NICE @USER_75e3d0ae: Went to Gladys Knight chicken n waffles for the first time...feel. Like I'm from Atlanta...#sike,0
49612,RT @USER_836ce7d8: Head 101 no teeth,0
49613,LLS SHE GOT U HUH MAMA @USER_c811713b: THIS STRIPPER GRINDED ALL ON ME. SHE GETS ALL MY MONEY.,0
49614,FAT ASS @USER_5dc94028: Bahahaha.....I want some brownies and ice cream.... Wait that what I'm about to go eat....,0
49615,"RT @USER_a6f1a0a1: @USER_20654904 boo aye gabe, stfu !&lt;&lt;gold diggin mofo",0
49616,@USER_3e5bccb5 you are an incompetent light skinnded female with a nose ring,0
49617,"i have beautiful marks upon my face, #fuckafreckle nikka #subtweet",0
49618,@USER_e411eca1 are yall really goin? aint it pourin outside?,0
49619,"@USER_3e5bccb5 boo hoo #irefuse to be talked about in such a manner, get off uber!",0
49620,"my effin room smells like peanut butter and feet., #FUCKROOMATES",0
49621,"shoutout to my sexy new follower, and follow her while ur at it @USER_fe692a93",0
49622,@USER_3e5bccb5 dang slim u straight peeled out with no fair warning again lol,0
49623,RT @USER_3e5bccb5: @USER_20654904 gabe; like u barely talk to me. why i gotta tell u when im leaving? lol&lt;were supposed 2 be bff's u bafoon,0
49624,"@USER_3e5bccb5 its all that girls @USER_a6f1a0a1 fault., she stole u away from me!!",0
49625,RT @USER_3e5bccb5: @USER_20654904 noooo gabe; you started slackin on ya bff responsibilities lls&lt;thats some doodo i dont wanna hear it!,0
